DateOfCall,FirstPumpArriving_AttendanceTime
15/12/2019,299.7709091
16/12/2019,311.062963
17/12/2019,318.3092369
18/12/2019,314.4980237
19/12/2019,321.7125984
20/12/2019,333.7603834
21/12/2019,316.4681648
22/12/2019,309.8793774
23/12/2019,314.6434109
24/12/2019,284.5042735
25/12/2019,280.5384615
26/12/2019,276.7767857
27/12/2019,308.6848249
28/12/2019,281.3839662
29/12/2019,294.72
30/12/2019,304.5155556
31/12/2019,289.7241379
01/01/2020,287.5645161
02/01/2020,293.3091787
03/01/2020,291.691358
04/01/2020,309.2164948
05/01/2020,282.5818966
06/01/2020,290.922449
07/01/2020,303.064257
08/01/2020,299.9480519
09/01/2020,292.4801587
10/01/2020,300.9620253
11/01/2020,304.3049327
12/01/2020,304.4254386
13/01/2020,296.122807
14/01/2020,311.8790323
15/01/2020,306.869258
16/01/2020,306.5682819
17/01/2020,314.5021645
18/01/2020,300.4661654
19/01/2020,286.637037
20/01/2020,319.5089606
21/01/2020,318.0034364
22/01/2020,321.8893443
23/01/2020,298.7176471
24/01/2020,333.593361
25/01/2020,324.6756757
26/01/2020,308.9254386
27/01/2020,314.6694215
28/01/2020,303.4868421
29/01/2020,287.325
30/01/2020,323.5517241
31/01/2020,310.5242291
01/02/2020,300.4701195
02/02/2020,303.7744681
03/02/2020,296.369863
04/02/2020,302.493617
05/02/2020,291.2669039
06/02/2020,305.2740741
07/02/2020,326.4948805
08/02/2020,318.9604317
09/02/2020,339.5702128
10/02/2020,307.7447552
11/02/2020,318.5
12/02/2020,304.9180328
13/02/2020,301.1983806
14/02/2020,306.6330645
15/02/2020,306.0229508
16/02/2020,324.7
17/02/2020,296.6222222
18/02/2020,308.3348214
19/02/2020,320.2653061
20/02/2020,313.9957806
21/02/2020,312.1259843
22/02/2020,293.6628352
23/02/2020,301.0377358
24/02/2020,311.3782609
25/02/2020,310.75
26/02/2020,329.0655738
27/02/2020,330.6961538
28/02/2020,308.9035088
29/02/2020,301.4618644
01/03/2020,313.083004
02/03/2020,301.027668
03/03/2020,327.5479452
04/03/2020,326.8455285
05/03/2020,328.5863454
06/03/2020,325.3020134
07/03/2020,301.6067416
08/03/2020,289.3349282
09/03/2020,312.6445313
10/03/2020,308.2367347
11/03/2020,303.5313808
12/03/2020,317.2885375
13/03/2020,302.4163424
14/03/2020,296.4680851
15/03/2020,296.8333333
16/03/2020,302.0984252
17/03/2020,301.1842105
18/03/2020,297.1645022
19/03/2020,312.5384615
20/03/2020,307.8032129
21/03/2020,285.3675889
22/03/2020,282.3362445
23/03/2020,288.5917603
24/03/2020,284.487069
25/03/2020,276.4940711
26/03/2020,284.5745455
27/03/2020,292.7625
28/03/2020,284.4065421
29/03/2020,280.2392157
30/03/2020,270.1622807
31/03/2020,270.7688889
01/04/2020,286.8695652
02/04/2020,268.8597561
03/04/2020,279.9306122
04/04/2020,285.9875519
05/04/2020,290.5791506
06/04/2020,282.4405286
07/04/2020,282.4808511
08/04/2020,291.1169355
09/04/2020,276.0967742
10/04/2020,296.4763948
11/04/2020,279.1428571
12/04/2020,284.1578947
13/04/2020,280.9745763
14/04/2020,274.6230366
15/04/2020,279.5315315
16/04/2020,300.7366071
17/04/2020,272.3874346
18/04/2020,274.0307692
19/04/2020,271.543379
20/04/2020,285.1759657
21/04/2020,295.5858586
22/04/2020,274.3668122
23/04/2020,294.3307692
24/04/2020,292.552
25/04/2020,267.9786325
26/04/2020,284.9041667
27/04/2020,268.4009009
28/04/2020,273.4460784
29/04/2020,288.3626943
30/04/2020,280.1351351
01/05/2020,271.9850746
02/05/2020,259.9619048
03/05/2020,268.2196532
04/05/2020,277.7251462
05/05/2020,271.0233645
06/05/2020,278.4414414
07/05/2020,265.5423729
08/05/2020,283.7480315
09/05/2020,284.884
10/05/2020,279.2948718
11/05/2020,292.3779528
12/05/2020,277.9493671
13/05/2020,286.9082969
14/05/2020,288.2985782
15/05/2020,300.2490842
16/05/2020,291.1853282
17/05/2020,288.0611354
18/05/2020,293.9044118
19/05/2020,286.9187279
20/05/2020,292.5470383
21/05/2020,287.7104478
22/05/2020,289.2693603
23/05/2020,299.2133758
24/05/2020,287.7867647
25/05/2020,280.4519573
26/05/2020,292.5310345
27/05/2020,284.5661157
28/05/2020,305.2225705
29/05/2020,317.647482
30/05/2020,311.460815
31/05/2020,301.2953846
01/06/2020,310.7290323
02/06/2020,294.2673611
03/06/2020,288.2375479
04/06/2020,282.7357724
05/06/2020,308.8174905
06/06/2020,286.8767123
07/06/2020,277.2112676
08/06/2020,283.8294931
09/06/2020,282.0367347
10/06/2020,280.0666667
11/06/2020,282.5731707
12/06/2020,284.7692308
13/06/2020,293.2107143
14/06/2020,300.2932331
15/06/2020,300.5962264
16/06/2020,284.5263158
17/06/2020,311.370229
18/06/2020,280.3580247
19/06/2020,295.7961538
20/06/2020,285.6388889
21/06/2020,282.7991632
22/06/2020,297.8661088
23/06/2020,289.1769231
24/06/2020,309.6336634
25/06/2020,300.0189274
26/06/2020,329.0611621
27/06/2020,296.0257353
28/06/2020,297.6439394
29/06/2020,283.7554585
30/06/2020,299.5458333
01/07/2020,278.7113402
02/07/2020,285.6558704
03/07/2020,307.4285714
04/07/2020,283.487069
05/07/2020,288.9855072
06/07/2020,274.382716
07/07/2020,318.3891051
08/07/2020,297.7637795
09/07/2020,279.4464286
10/07/2020,290.9840637
11/07/2020,293.7386364
12/07/2020,281.959854
13/07/2020,310.2304688
14/07/2020,306.6423077
15/07/2020,307.8312757
16/07/2020,310.7208481
17/07/2020,310.6043956
18/07/2020,306.4584718
19/07/2020,290.0941704
20/07/2020,289.9118774
21/07/2020,301.4223827
22/07/2020,323.6531987
23/07/2020,328.69279
24/07/2020,295.6909722
25/07/2020,286.8008299
26/07/2020,281.2040816
27/07/2020,291.796
28/07/2020,307.1399177
29/07/2020,322.1910112
30/07/2020,308.5192308
31/07/2020,326.8222892
01/08/2020,324.7891738
02/08/2020,299.5687732
03/08/2020,306.2540984
04/08/2020,323.3003534
05/08/2020,312.7527273
06/08/2020,304.8267974
07/08/2020,332.6980609
08/08/2020,322.2426036
09/08/2020,309.1055901
10/08/2020,329.6918605
11/08/2020,312.4451039
12/08/2020,318.4164384
13/08/2020,332.3545706
14/08/2020,309.457265
15/08/2020,334.0027624
16/08/2020,334.747191
17/08/2020,297.4194757
18/08/2020,295.529661
19/08/2020,305.989011
20/08/2020,308.6275862
21/08/2020,294.5416667
22/08/2020,288.874552
23/08/2020,284.1585903
24/08/2020,321.3460208
25/08/2020,295.5509434
26/08/2020,314.2269231
27/08/2020,313.1524823
28/08/2020,315.5695652
29/08/2020,301.1286765
30/08/2020,288.5412844
31/08/2020,289.5740072
01/09/2020,310.7351916
02/09/2020,296.1179039
03/09/2020,300.8876404
04/09/2020,313.4384615
05/09/2020,294.4430894
06/09/2020,309.2284768
07/09/2020,296.5443548
08/09/2020,300.4931034
09/09/2020,305.4705882
10/09/2020,301.7173145
11/09/2020,322.4246032
12/09/2020,298.1984127
13/09/2020,306.75
14/09/2020,322.8114478
15/09/2020,322.2948718
16/09/2020,290.1923077
17/09/2020,302.5510949
18/09/2020,338.392283
19/09/2020,304.0725552
20/09/2020,305.340824
21/09/2020,310.552901
22/09/2020,316.7664474
23/09/2020,300.5346154
24/09/2020,301.8493724
25/09/2020,335.3687708
26/09/2020,297.5543071
27/09/2020,289.6182573
28/09/2020,301.5807692
29/09/2020,309.9306569
30/09/2020,277.3828829
01/10/2020,311.7695167
02/10/2020,314.0879479
03/10/2020,315.8606965
04/10/2020,309.0397112
05/10/2020,299.5898438
06/10/2020,302.1132813
07/10/2020,316.5827338
08/10/2020,304.6420233
09/10/2020,320.2583333
10/10/2020,301.016129
11/10/2020,295.1590909
12/10/2020,315.6949153
13/10/2020,309.543379
14/10/2020,293.4853556
15/10/2020,300.6480687
16/10/2020,308.3320463
17/10/2020,296.4149378
18/10/2020,293.9341564
19/10/2020,318.7717391
20/10/2020,302.5135135
21/10/2020,313.3490196
22/10/2020,289.3203463
23/10/2020,315.3389121
24/10/2020,311.9006849
25/10/2020,293.2159091
26/10/2020,312.8933333
27/10/2020,292.8521739
28/10/2020,324.1037344
29/10/2020,311.8232759
30/10/2020,299.095057
31/10/2020,304.28223
01/11/2020,280.87251
02/11/2020,297.1774744
03/11/2020,322.92607
04/11/2020,334.6797386
05/11/2020,303.688946
06/11/2020,304.2281879
07/11/2020,308.3645833
08/11/2020,282.5882353
09/11/2020,301.6236162
10/11/2020,306.9647059
11/11/2020,311.5791667
12/11/2020,294.027027
13/11/2020,303.3138075
14/11/2020,291.295
15/11/2020,293.3195021
16/11/2020,277.4527363
17/11/2020,288.549505
18/11/2020,292.3898305
19/11/2020,296.9633028
20/11/2020,297.1936937
21/11/2020,288.9347826
22/11/2020,292.279476
23/11/2020,294.1428571
24/11/2020,300.4953271
25/11/2020,302.9170124
26/11/2020,297.3608696
27/11/2020,298.2059925
28/11/2020,294.6803279
29/11/2020,282.5228216
30/11/2020,306.322449
01/12/2020,309.2943548
02/12/2020,303.12749
03/12/2020,303.8455285
04/12/2020,323.6788618
05/12/2020,293.8318966
06/12/2020,296.7792208
07/12/2020,304.1606426
08/12/2020,301.3474903
09/12/2020,290.5288889
10/12/2020,317.0622407
11/12/2020,322.8715953
12/12/2020,308.9836066
13/12/2020,304.523622
14/12/2020,332.8973214
15/12/2020,315.2723404
16/12/2020,314.2577778
17/12/2020,297.5284974
18/12/2020,309.1235521
19/12/2020,311.8348214
20/12/2020,298.7772512
21/12/2020,290.273913
22/12/2020,298.0470085
23/12/2020,300.4514768
24/12/2020,316.1358491
25/12/2020,298.7952218
26/12/2020,292.6431925
27/12/2020,289.9498069
28/12/2020,294.4504132
29/12/2020,280.6486486
30/12/2020,297.932
31/12/2020,287.2847222
01/01/2021,308.6730769
02/01/2021,283.4851064
03/01/2021,291.1315789
04/01/2021,291.02
05/01/2021,297.8695652
06/01/2021,286.3697917
07/01/2021,289.1535433
08/01/2021,295.4511278
09/01/2021,298.9196787
10/01/2021,286.9923664
11/01/2021,306.6470588
12/01/2021,280.2476636
13/01/2021,291.6098655
14/01/2021,298.8373016
15/01/2021,280.5092593
16/01/2021,282.6263736
17/01/2021,294.4371585
18/01/2021,296.4299517
19/01/2021,303.4018265
20/01/2021,309.2019704
21/01/2021,299.3705584
22/01/2021,297.3461538
23/01/2021,290.2964602
24/01/2021,304.9059406
25/01/2021,291.1342593
26/01/2021,294.4029851
27/01/2021,310.0230415
28/01/2021,298.845815
29/01/2021,287.6937269
30/01/2021,297.8333333
31/01/2021,283.6715686
01/02/2021,282.0816327
02/02/2021,301.7294686
03/02/2021,291.2908163
04/02/2021,299.2666667
05/02/2021,303.6422018
06/02/2021,292.2511416
07/02/2021,276.2985782
08/02/2021,318.7184874
09/02/2021,294.4267782
10/02/2021,304.8130081
11/02/2021,317.2508143
12/02/2021,319.4310345
13/02/2021,319.5307918
14/02/2021,297.4836364
15/02/2021,285.6120996
16/02/2021,292.4261603
17/02/2021,297.2276786
18/02/2021,297.3384615
19/02/2021,301.563786
20/02/2021,304.1574803
21/02/2021,284.8193277
22/02/2021,287.296875
23/02/2021,289.3843137
24/02/2021,294.311284
25/02/2021,297.6945607
26/02/2021,311.2421053
27/02/2021,304.0702479
28/02/2021,292.5807692
01/03/2021,300.5510204
02/03/2021,288.6309963
03/03/2021,292.5497835
04/03/2021,288.2
05/03/2021,315.9684685
06/03/2021,296.8101266
07/03/2021,302.0465116
08/03/2021,303.1789883
09/03/2021,290.045082
10/03/2021,305.0095694
11/03/2021,313.2946058
12/03/2021,286.5954545
13/03/2021,303.3020408
14/03/2021,286.1435644
15/03/2021,302.8515284
16/03/2021,306.9457014
17/03/2021,286.3967611
18/03/2021,295.6912442
19/03/2021,304.6412214
20/03/2021,300.2570281
21/03/2021,291.9751037
22/03/2021,302.1046512
23/03/2021,301.0173913
24/03/2021,309.5945946
25/03/2021,301.6578947
26/03/2021,307.4
27/03/2021,294.7370518
28/03/2021,295.1778846
29/03/2021,295.1584507
30/03/2021,303.8018868
31/03/2021,290.0947368
01/04/2021,329.919708
02/04/2021,306.1134752
03/04/2021,286.7177419
04/04/2021,304.8134921
05/04/2021,298.6978417
06/04/2021,306.7283019
07/04/2021,312.7640449
08/04/2021,313.4166667
09/04/2021,311.4014599
10/04/2021,303.5212355
11/04/2021,291.8992537
12/04/2021,302.0916031
13/04/2021,306.6174242
14/04/2021,305.0449827
15/04/2021,304.8247012
16/04/2021,335.3954373
17/04/2021,305.6925676
18/04/2021,299.26
19/04/2021,307.5775194
20/04/2021,313.2140351
21/04/2021,308.1330645
22/04/2021,310.0074074
23/04/2021,331.2720848
24/04/2021,309.0544218
25/04/2021,293.5104167
26/04/2021,291.5644599
27/04/2021,305.7381818
28/04/2021,310.121673
29/04/2021,307.0436508
30/04/2021,316.7269504
01/05/2021,304.9538462
02/05/2021,297.535316
03/05/2021,306.620339
04/05/2021,303.6920415
05/05/2021,291.1964286
06/05/2021,310.9205021
07/05/2021,314.2198582
08/05/2021,296.5387597
09/05/2021,289.3058824
10/05/2021,295.1610487
11/05/2021,306.8729508
12/05/2021,316.6759259
13/05/2021,294.6933333
14/05/2021,296.9894737
15/05/2021,294.525641
16/05/2021,291.5238095
17/05/2021,304.0265487
18/05/2021,328.8350515
19/05/2021,293.2767857
