Borough code,Borough name,Ward Code,Ward name,Population,Density,65+_age,Deprivation,HR_buildings,Heritage,local_concerns,Student,crime,Over_crowding,No_central_heat,older_alone,Disability,Smokers,Fire_casualties,1st_pump_attendance,one_pump_attendance_adjust,2nd_pump_attendance,two_pump_attendance_adjust,3rd_pump_attendance,three_pump_attendance_adjust,HFSV,FSR_Inspection,Visual_audit
E09000026,Redbridge,E05000508,Mayfield,14800,7863,1585,39,0,1,3,3100,866,111,70,451,440,1127,0,4:51,291,6:24,384,8:02,482,115,7,23
E09000026,Redbridge,E05000509,Monkhams,11250,3656,2496,23,2,15,14,1800,620,18,63,678,215,728,0,4:38,278,8:04,484,8:14,494,209,10,52
E09000026,Redbridge,E05000510,Newbury,18050,8513,1769,42,1,0,7,4100,1012,168,107,376,575,1347,1,4:33,273,5:56,356,9:06,546,196,13,18
E09000026,Redbridge,E05000511,Roding,13000,5502,1571,70,6,0,23,2400,872,60,123,419,305,1019,1,6:32,392,9:05,545,9:50,590,139,19,52
E09000026,Redbridge,E05000512,Seven Kings,16550,7944,1553,55,0,1,11,3300,1633,196,119,308,500,1243,2,4:37,277,5:24,324,9:00,540,68,21,37
E09000026,Redbridge,E05000513,Snaresbrook,12850,6473,2294,40,2,26,21,1600,857,42,151,892,365,935,0,6:02,362,7:22,442,7:47,467,271,20,19
E09000026,Redbridge,E05000514,Valentines,15650,10411,1445,66,3,2,5,2900,1980,183,142,328,510,1159,3,5:45,345,7:22,442,9:49,589,83,43,35
E09000026,Redbridge,E05000515,Wanstead,12500,2408,2105,41,4,15,14,2200,865,33,142,540,330,855,2,6:41,401,8:43,523,10:59,659,90,7,18
E09000027,Richmond upon Thames,E05000516,Barnes,10350,3439,1695,40,3,14,6,1700,563,28,83,533,235,932,1,6:10,370,7:14,434,9:37,577,76,6,31
E09000027,Richmond upon Thames,E05000517,East Sheen,11050,1894,1646,14,0,18,7,2350,588,17,105,488,140,925,0,6:00,360,8:09,489,,0,45,1,40
E09000027,Richmond upon Thames,E05000518,Fulwell and Hampton Hill,10850,5658,1562,17,0,9,5,1900,575,14,127,436,240,1013,1,4:21,261,5:53,353,10:23,623,39,3,17
E09000027,Richmond upon Thames,E05000519,"Ham, Petersham and Richmond Riverside",10800,1145,1884,44,6,146,22,1850,681,21,97,686,340,1008,0,5:01,301,6:33,393,9:42,582,165,6,115
E09000027,Richmond upon Thames,E05000520,Hampton,10500,1527,2071,36,2,132,21,1800,570,22,86,529,235,986,0,7:19,439,7:05,425,9:44,584,43,18,32
E09000027,Richmond upon Thames,E05000521,Hampton North,9700,4975,1846,56,1,2,12,1650,601,17,104,504,415,952,2,6:31,391,7:32,452,9:03,543,105,6,35
E09000027,Richmond upon Thames,E05000522,Hampton Wick,11350,4134,1606,22,8,30,16,2150,609,9,96,581,270,1091,1,5:52,352,6:29,389,7:35,455,130,9,41
E09000027,Richmond upon Thames,E05000523,Heathfield,10800,5653,1774,44,2,1,11,2000,600,39,84,453,385,1075,1,6:07,367,7:16,436,7:29,449,152,3,44
E09000027,Richmond upon Thames,E05000524,Kew,11800,3300,1850,18,2,92,18,2000,866,19,129,550,240,1039,1,4:45,285,7:19,439,9:52,592,96,1,36
E09000027,Richmond upon Thames,E05000525,Mortlake and Barnes Common,11500,5940,1696,30,10,34,14,1650,782,13,112,584,245,1063,0,5:53,353,8:35,515,8:02,482,100,4,27
E09000027,Richmond upon Thames,E05000526,North Richmond,11850,4230,1811,27,2,17,17,1950,967,22,145,619,255,1075,1,4:14,254,7:59,479,8:03,483,80,5,43
E09000027,Richmond upon Thames,E05000527,St. Margarets and North Twickenham,12200,6077,1123,15,0,12,11,2400,810,11,128,385,170,1086,0,6:34,394,7:44,464,9:54,594,50,4,20
E09000027,Richmond upon Thames,E05000528,South Richmond,11400,4236,1745,30,10,184,23,1800,1479,9,156,693,205,1064,0,4:55,295,7:53,473,8:49,529,50,13,53
E09000027,Richmond upon Thames,E05000529,South Twickenham,10500,6079,1297,12,0,13,7,1800,540,12,106,397,160,997,0,4:55,295,6:28,388,8:36,516,102,10,26
E09000027,Richmond upon Thames,E05000530,Teddington,10850,2526,1879,22,3,30,13,1700,605,9,105,547,230,1000,0,5:36,336,7:02,422,9:37,577,113,8,32
E09000027,Richmond upon Thames,E05000531,Twickenham Riverside,11000,5600,1508,15,6,79,19,1600,986,7,202,471,145,1028,3,6:18,378,7:04,424,7:45,465,53,9,33
E09000027,Richmond upon Thames,E05000532,West Twickenham,11100,4515,1430,33,0,5,6,2050,735,21,108,474,300,1066,0,4:22,262,5:35,335,8:14,494,103,2,36
E09000027,Richmond upon Thames,E05000533,Whitton,10250,6304,1712,36,0,2,2,1800,612,27,82,504,250,994,1,6:05,365,7:14,434,9:10,550,95,5,23
E09000028,Southwark,E05000534,Brunswick Park,13800,14769,1031,66,7,65,12,2050,1236,198,187,354,565,1748,1,4:05,245,6:04,364,6:37,397,142,11,44
E09000028,Southwark,E05000535,Camberwell Green,16350,16775,1252,73,17,40,20,2850,1945,250,186,469,690,2048,4,4:22,262,5:20,320,6:11,371,247,19,47
E09000028,Southwark,E05000536,Cathedrals,18150,10264,1131,68,55,140,66,1600,3918,132,235,551,665,2234,2,4:52,292,6:03,363,6:42,402,272,46,87
E09000028,Southwark,E05000537,Chaucer,16250,19823,846,68,21,60,24,2000,2276,164,219,344,485,2030,0,5:06,306,5:41,341,6:14,374,508,14,59
E09000028,Southwark,E05000538,College,12650,3912,1493,63,31,23,22,2200,894,70,123,501,460,1387,1,5:53,353,8:02,482,9:39,579,217,12,32
E09000028,Southwark,E05000539,East Dulwich,13400,13128,1224,30,4,6,10,1650,876,66,172,370,390,1516,0,6:14,374,6:55,415,7:05,425,67,8,17
E09000028,Southwark,E05000540,East Walworth,13600,11861,1094,71,11,49,26,2050,2080,198,176,394,640,1585,2,4:35,275,6:23,383,7:01,421,227,13,66
E09000028,Southwark,E05000541,Faraday,14050,15999,1000,66,23,25,32,2600,1306,284,158,347,510,1512,1,4:36,276,5:42,342,7:24,444,219,20,41
E09000028,Southwark,E05000542,Grange,18100,14903,1166,60,22,60,44,1650,2127,167,253,458,725,2426,1,4:33,273,5:51,351,6:36,396,357,33,72
E09000028,Southwark,E05000543,Livesey,15100,10498,1431,82,12,32,38,2950,1522,232,127,558,775,1887,3,4:06,246,5:34,334,6:29,389,285,13,80
E09000028,Southwark,E05000544,Newington,15250,18294,1327,67,31,24,32,2100,1603,191,214,589,740,2151,1,5:41,341,6:11,371,6:40,400,215,7,55
E09000028,Southwark,E05000545,Nunhead,14650,11028,1345,75,3,45,15,2200,1120,234,153,496,885,2013,2,4:13,253,5:33,333,6:44,404,125,3,56
E09000028,Southwark,E05000546,Peckham,15450,17766,1105,66,5,13,12,3050,1435,304,113,303,785,1888,1,4:14,254,5:22,322,6:49,409,241,14,45
E09000028,Southwark,E05000547,Peckham Rye,14700,6526,1241,50,17,30,15,2550,855,89,155,408,515,1729,3,5:56,356,7:02,422,7:29,449,127,7,29
E09000028,Southwark,E05000548,Riverside,16650,12536,1204,60,72,69,24,1450,2358,133,274,393,505,2423,2,4:28,268,6:08,368,6:29,389,617,25,102
E09000028,Southwark,E05000549,Rotherhithe,16050,10768,1188,71,31,33,25,2050,1793,159,204,440,620,2152,0,5:17,317,6:41,401,7:23,443,215,13,51
E09000028,Southwark,E05000550,South Bermondsey,14900,15304,1157,78,17,3,28,2550,1438,197,254,397,725,1979,3,4:01,241,5:52,352,6:53,413,308,16,62
E09000028,Southwark,E05000551,South Camberwell,13300,9989,1023,49,15,42,12,2150,695,116,144,354,425,1713,2,5:24,324,6:04,364,6:20,380,315,11,43
E09000028,Southwark,E05000552,Surrey Docks,15500,8155,1052,65,14,20,9,1500,996,82,308,295,430,1853,1,6:11,371,7:00,420,8:23,503,119,11,29
E09000028,Southwark,E05000553,The Lane,16900,12168,1771,63,7,53,15,2650,2386,216,165,568,770,2060,8,4:27,267,5:44,344,7:55,475,277,14,52
E09000028,Southwark,E05000554,Village,13000,4664,1499,31,0,70,6,2900,851,44,84,419,275,1339,0,5:36,336,6:15,375,7:52,472,56,3,29
E09000029,Sutton,E05000555,Beddington North,10750,2155,1671,29,1,19,12,2150,730,19,97,445,380,1079,0,6:34,394,6:58,418,5:58,358,33,10,42
E09000029,Sutton,E05000556,Beddington South,11200,3659,1803,80,1,0,1,2350,696,44,33,408,565,1100,1,5:31,331,6:22,382,5:49,349,91,5,34
E09000029,Sutton,E05000557,Belmont,10650,4564,1866,66,2,3,3,1650,373,12,141,509,325,989,1,6:29,389,7:09,429,7:49,469,105,9,63
E09000029,Sutton,E05000558,Carshalton Central,11000,5435,1564,33,0,63,5,1900,543,14,126,459,295,1036,0,5:33,333,7:56,476,8:26,506,50,18,21
E09000029,Sutton,E05000559,Carshalton South and Clockhouse,10650,1510,1767,26,1,7,1,2150,424,12,65,310,285,962,0,6:29,389,9:10,550,14:43,883,26,10,32
E09000029,Sutton,E05000560,Cheam,11100,2824,2191,16,0,36,2,2100,393,13,71,489,205,944,0,4:45,285,7:00,420,,0,52,1,48
E09000029,Sutton,E05000561,Nonsuch,11000,5768,2310,14,0,0,2,1850,577,22,75,577,260,1050,4,5:43,343,7:25,445,10:19,619,52,10,38
E09000029,Sutton,E05000562,St. Helier,12300,8218,1331,55,2,2,9,2500,942,64,187,531,650,1310,5,4:54,294,5:41,341,5:34,334,89,4,32
E09000029,Sutton,E05000563,Stonecot,11050,5571,1780,21,0,0,4,2200,525,19,90,450,305,1108,0,4:59,299,5:39,339,5:57,357,51,2,42
E09000029,Sutton,E05000564,Sutton Central,12600,9615,1434,62,6,9,13,1850,2050,50,221,599,495,1265,4,5:36,336,6:26,386,8:06,486,350,34,120
E09000029,Sutton,E05000565,Sutton North,11250,6004,1939,34,1,2,3,2250,542,21,123,537,360,1056,0,4:30,270,4:56,296,7:17,437,81,6,54
E09000029,Sutton,E05000566,Sutton South,10300,8100,1800,36,5,1,7,1150,474,30,170,754,325,1010,1,6:36,396,7:01,421,9:42,582,229,13,78
E09000029,Sutton,E05000567,Sutton West,11300,6341,1532,22,0,0,4,1750,410,27,151,538,275,1090,0,4:52,292,5:45,345,6:04,364,106,6,51
E09000029,Sutton,E05000568,The Wrythe,11150,7516,1540,44,4,5,9,1750,703,24,167,455,390,1107,1,5:59,359,7:37,457,7:53,473,70,6,38
E09000029,Sutton,E05000569,Wallington North,11750,7256,1569,35,2,21,4,2050,572,29,145,489,380,1157,1,4:09,249,7:51,471,8:00,480,64,8,36
E09000029,Sutton,E05000570,Wallington South,11000,6403,1901,42,2,4,14,1750,684,22,207,702,435,1057,0,4:33,273,7:36,456,12:54,774,84,21,63
E09000029,Sutton,E05000571,Wandle Valley,12950,6306,1096,65,0,4,2,2600,829,53,219,446,570,1259,3,5:13,313,7:40,460,,0,92,2,23
E09000029,Sutton,E05000572,Worcester Park,12850,6566,1805,16,0,2,3,2350,530,24,94,505,330,1263,1,6:16,376,6:49,409,9:18,558,41,12,40
E09000030,Tower Hamlets,E05000573,Bethnal Green North,15550,18840,1068,87,13,48,10,2300,850,160,144,367,625,2720,1,4:24,264,6:04,364,7:36,456,124,82,47
E09000030,Tower Hamlets,E05000574,Bethnal Green South,15500,17577,902,86,12,40,19,2450,519,296,178,296,625,2799,0,4:21,261,5:59,359,7:05,425,186,67,67
E09000030,Tower Hamlets,E05000575,Blackwall and Cubitt Town,27050,9117,1377,75,63,49,69,4000,2229,193,315,351,660,4300,3,4:54,294,6:46,406,8:28,508,347,99,135
E09000030,Tower Hamlets,E05000576,Bow East,18200,9753,1374,74,35,30,44,2850,889,147,216,509,715,3131,2,6:03,363,7:25,445,7:55,475,172,56,77
E09000030,Tower Hamlets,E05000577,Bow West,14500,10797,1224,64,10,59,11,2200,1547,165,120,406,525,2547,0,5:25,325,7:35,455,8:58,538,112,40,50
E09000030,Tower Hamlets,E05000578,Bromley-by-Bow,20350,19006,988,75,33,10,29,4450,1348,269,89,264,735,3082,1,5:57,357,7:39,459,7:50,470,118,57,35
E09000030,Tower Hamlets,E05000579,East India and Lansbury,19050,15571,1161,91,28,18,37,4200,951,220,110,416,835,2736,2,4:48,288,7:27,447,8:07,487,143,51,62
E09000030,Tower Hamlets,E05000580,Limehouse,19950,17457,1152,75,39,65,27,3450,956,224,139,371,785,3171,0,4:23,263,5:53,353,7:37,457,213,60,54
E09000030,Tower Hamlets,E05000581,Mile End and Globe Town,16600,18436,1121,67,29,34,22,2950,1470,250,197,418,610,2911,5,4:07,247,6:46,406,7:50,470,124,85,43
E09000030,Tower Hamlets,E05000582,Mile End East,17700,16521,876,84,33,30,33,3550,672,259,66,277,575,2614,8,5:22,322,6:21,381,6:34,394,177,54,37
E09000030,Tower Hamlets,E05000583,Millwall,29000,11797,1249,50,83,22,96,3650,1821,177,447,278,555,4881,2,4:12,252,6:42,402,8:17,497,265,115,156
E09000030,Tower Hamlets,E05000584,St. Dunstan's and Stepney Green,19300,18949,1611,76,16,63,21,3600,371,296,124,529,925,3043,1,4:59,299,6:47,407,6:57,417,150,61,49
E09000030,Tower Hamlets,E05000585,St. Katharine's and Wapping,15000,9940,1152,68,59,98,54,1500,1560,116,217,331,345,2782,2,5:02,302,7:09,429,7:20,440,145,78,41
E09000030,Tower Hamlets,E05000586,Shadwell,16450,17095,1166,76,44,62,46,2900,908,273,190,373,690,2776,2,4:16,256,5:41,341,6:54,414,305,71,102
E09000030,Tower Hamlets,E05000587,Spitalfields and Banglatown,12200,19130,651,76,21,139,26,1200,918,208,136,192,350,2186,2,4:11,251,5:35,335,6:19,379,249,113,42
E09000030,Tower Hamlets,E05000588,Weavers,15650,20174,1027,74,14,60,12,2100,871,201,149,380,575,2739,1,4:41,281,5:49,349,6:17,377,115,96,45
E09000030,Tower Hamlets,E05000589,Whitechapel,19150,20782,794,80,50,87,38,2500,2417,276,259,280,595,3338,3,3:47,227,4:52,292,5:40,340,199,133,88
E09000031,Waltham Forest,E05000590,Cann Hall,14250,16610,1100,73,2,3,10,2150,870,288,178,361,495,2279,2,3:54,234,6:17,377,7:49,469,175,10,72
E09000031,Waltham Forest,E05000591,Cathall,13500,12771,1108,79,4,4,15,2300,892,270,106,336,595,2171,1,4:17,257,5:34,334,6:02,362,113,14,43
E09000031,Waltham Forest,E05000592,Chapel End,15600,8432,1315,50,1,6,8,3250,1235,150,139,386,395,2254,0,4:53,293,6:29,389,9:12,552,53,14,21
E09000031,Waltham Forest,E05000593,Chingford Green,10850,2911,2594,54,3,9,11,1750,796,18,118,898,345,1514,2,5:12,312,7:39,459,7:37,457,106,19,39
E09000031,Waltham Forest,E05000594,Endlebury,11450,5875,1974,47,0,3,5,2050,604,43,61,585,370,1628,0,3:54,234,7:24,444,10:14,614,137,5,28
E09000031,Waltham Forest,E05000595,Forest,13100,6596,1280,56,1,5,14,1900,1260,202,154,320,465,2106,0,5:20,320,7:22,442,7:06,426,79,15,25
E09000031,Waltham Forest,E05000596,Grove Green,15850,17693,1192,51,0,1,6,2400,831,255,199,330,360,2494,1,4:23,263,6:51,411,11:29,689,87,31,31
E09000031,Waltham Forest,E05000597,Hale End and Highams Park,12750,5433,1491,72,3,2,2,2550,914,71,98,378,395,1800,0,6:38,398,8:05,485,8:57,537,50,8,16
E09000031,Waltham Forest,E05000598,Hatch Lane,11600,4801,2023,59,1,4,3,2000,762,49,102,631,510,1699,0,5:30,330,7:30,450,8:33,513,182,31,37
E09000031,Waltham Forest,E05000599,High Street,15750,5149,1178,65,1,6,5,2500,2212,250,218,396,435,2381,2,4:55,295,6:14,374,8:56,536,176,39,35
E09000031,Waltham Forest,E05000600,Higham Hill,15600,4843,1166,85,0,1,9,3250,1066,149,220,382,655,2228,0,5:15,315,6:25,385,8:53,533,104,13,38
E09000031,Waltham Forest,E05000601,Hoe Street,15100,13726,1286,85,1,22,6,2450,1139,217,218,498,520,2215,2,5:07,307,6:16,376,8:13,493,236,23,51
E09000031,Waltham Forest,E05000602,Larkswood,11950,5785,1993,59,0,3,11,2000,893,55,101,580,470,1814,2,5:49,349,7:11,431,9:01,541,130,17,33
E09000031,Waltham Forest,E05000603,Lea Bridge,17100,6460,1353,70,3,9,36,3250,1626,247,205,416,585,2514,1,5:14,314,7:00,420,9:02,542,108,34,76
E09000031,Waltham Forest,E05000604,Leyton,15550,7652,1149,76,6,9,19,3000,1433,231,151,371,620,2410,3,4:18,258,6:30,390,8:46,526,385,39,46
E09000031,Waltham Forest,E05000605,Leytonstone,13400,10261,1150,54,2,5,14,1650,1253,140,206,279,460,2231,1,4:52,292,7:08,428,8:11,491,48,32,44
E09000031,Waltham Forest,E05000606,Markhouse,15100,10363,1298,81,1,7,5,2600,1252,234,157,367,535,2115,5,5:16,316,5:03,303,7:51,471,142,11,57
E09000031,Waltham Forest,E05000607,Valley,12200,6147,1789,71,0,3,8,2200,1473,62,107,534,490,1876,1,6:41,401,8:09,489,11:07,667,128,18,56
E09000031,Waltham Forest,E05000608,William Morris,14900,14912,1180,85,4,3,12,2700,916,195,151,345,465,2064,1,3:25,205,4:50,290,9:48,588,181,29,32
E09000031,Waltham Forest,E05000609,Wood Street,14500,7837,1313,76,3,11,9,2800,1078,160,228,486,515,2083,1,5:27,327,6:38,398,8:10,490,211,34,44
E09000032,Wandsworth,E05000610,Balham,15100,12461,1340,27,3,17,15,1800,1381,53,134,404,355,1820,3,4:53,293,5:36,336,6:55,415,142,13,46
E09000032,Wandsworth,E05000611,Bedford,14150,7840,1126,44,3,6,18,1650,845,59,345,391,435,1703,1,4:22,262,5:47,347,8:17,497,103,6,38
E09000032,Wandsworth,E05000612,Earlsfield,16350,11650,1014,39,0,5,21,2150,1139,70,180,388,500,2023,0,5:39,339,6:32,392,7:15,435,72,20,47
E09000032,Wandsworth,E05000613,East Putney,16050,9967,1855,31,9,15,15,1850,744,44,271,737,345,1766,2,4:10,250,7:47,467,8:24,504,55,16,20
E09000032,Wandsworth,E05000614,Fairfield,15050,10349,1146,31,10,35,30,1300,1575,65,170,380,325,1901,1,4:16,256,6:13,373,6:59,419,71,8,21
E09000032,Wandsworth,E05000615,Furzedown,15400,10881,1691,66,3,6,15,2950,790,110,157,595,550,2035,3,5:51,351,6:28,388,7:23,443,175,9,36
E09000032,Wandsworth,E05000616,Graveney,15900,15725,1384,51,0,14,16,2300,1661,115,204,449,560,1980,3,4:56,296,6:06,366,7:50,470,70,15,36
E09000032,Wandsworth,E05000617,Latchmere,15450,14262,1554,71,27,7,36,2400,1285,173,173,588,795,2076,5,3:45,225,5:42,342,6:55,415,223,14,92
E09000032,Wandsworth,E05000618,Nightingale,14750,11973,1470,38,6,12,20,1850,1024,57,135,464,400,1677,0,3:42,222,5:13,313,6:47,407,98,7,69
E09000032,Wandsworth,E05000619,Northcote,15650,9341,926,37,1,22,7,2300,1513,43,151,332,230,1741,0,3:51,231,5:53,353,6:35,395,49,10,38
E09000032,Wandsworth,E05000620,Queenstown,19500,6085,1576,57,31,20,43,2100,1689,137,343,591,565,2332,7,5:08,308,6:12,372,6:55,415,257,21,54
E09000032,Wandsworth,E05000621,Roehampton and Putney Heath,15800,3571,1529,60,49,52,67,2950,1397,132,117,770,840,2179,3,6:18,378,8:34,514,10:01,601,189,23,55
E09000032,Wandsworth,E05000622,St. Mary's Park,18550,13280,2363,64,50,14,54,1950,1279,103,268,624,450,2225,1,4:22,262,6:00,360,7:40,460,105,33,61
E09000032,Wandsworth,E05000623,Shaftesbury,14150,14928,1174,43,6,14,9,1300,1281,50,232,429,460,1925,1,4:26,266,5:51,351,8:48,528,119,19,41
E09000032,Wandsworth,E05000624,Southfields,17650,11576,1584,47,11,7,25,2450,1319,68,189,485,410,1884,2,4:34,274,7:15,435,8:06,486,77,13,27
E09000032,Wandsworth,E05000625,Thamesfield,16850,8768,1544,24,20,18,21,2200,1592,28,205,513,250,1721,1,4:35,275,6:31,391,8:20,500,53,26,19
E09000032,Wandsworth,E05000626,Tooting,16750,10467,1619,62,4,8,18,2750,1489,173,159,487,535,2073,4,4:46,286,5:47,347,7:36,456,210,19,82
E09000032,Wandsworth,E05000627,Wandsworth Common,14750,5335,1431,33,9,14,14,1850,1154,49,165,401,340,1785,10,4:51,291,6:08,368,8:07,487,142,9,45
E09000032,Wandsworth,E05000628,West Hill,16600,9848,1792,47,36,11,19,2900,730,83,137,572,580,2003,1,5:45,345,8:40,520,9:59,599,101,17,25
E09000032,Wandsworth,E05000629,West Putney,15250,8254,2113,46,8,8,19,2350,972,66,110,785,555,1807,2,6:13,373,7:57,477,10:22,622,97,20,21
E09000033,Westminster,E05000630,Abbey Road,12800,11690,1731,30,42,230,10,2150,791,40,175,637,210,1303,2,5:30,330,6:00,360,7:30,450,44,6,22
E09000033,Westminster,E05000631,Bayswater,11500,22136,1128,51,19,45,5,1050,1160,91,162,474,350,1251,2,5:00,300,5:47,347,6:14,374,54,29,25
E09000033,Westminster,E05000632,Bryanston and Dorset Square,13650,18874,1526,44,87,217,18,1350,2609,73,357,563,200,1440,2,5:28,328,5:59,359,7:52,472,66,29,35
E09000033,Westminster,E05000633,Churchill,11550,18958,1471,82,34,47,21,2250,1075,81,154,592,575,1229,0,5:04,304,6:03,363,7:30,450,174,30,27
E09000033,Westminster,E05000634,Church Street,12800,28915,1629,90,28,12,5,2700,1220,191,162,587,990,1390,2,5:27,327,6:11,371,8:16,496,121,20,41
E09000033,Westminster,E05000635,Harrow Road,13550,27361,1206,75,1,4,3,2450,1042,133,152,470,700,1472,1,4:34,274,5:05,305,6:07,367,105,31,27
E09000033,Westminster,E05000636,Hyde Park,14800,15496,1735,55,137,136,24,1650,2513,95,317,517,290,1399,1,5:01,301,5:44,344,7:34,454,56,101,40
E09000033,Westminster,E05000637,Knightsbridge and Belgravia,10150,2824,1478,30,219,410,35,1300,1947,43,119,426,25,1164,0,5:33,333,6:54,414,8:01,481,30,30,31
E09000033,Westminster,E05000638,Lancaster Gate,14850,23541,1448,64,107,116,11,1400,2239,84,478,552,300,1620,1,4:46,286,5:18,318,6:43,403,45,98,122
E09000033,Westminster,E05000639,Little Venice,11950,18750,1382,83,48,108,8,1700,924,89,205,443,435,1200,1,4:20,260,4:51,291,8:10,490,120,11,28
E09000033,Westminster,E05000640,Maida Vale,11500,17798,1139,69,7,15,2,1950,718,75,141,378,390,1190,0,4:44,284,5:25,325,7:01,421,60,7,14
E09000033,Westminster,E05000641,Marylebone High Street,11900,11887,1479,35,132,320,23,900,3914,40,304,537,195,1343,3,6:02,362,6:39,399,7:49,469,21,70,40
E09000033,Westminster,E05000642,Queen's Park,13750,23528,1374,79,3,17,3,2700,924,218,152,456,880,1532,0,5:13,313,5:34,334,7:36,456,89,3,32
E09000033,Westminster,E05000643,Regent's Park,13400,5940,2308,60,82,167,11,1950,1208,87,219,956,400,1377,13,4:50,290,5:13,313,7:06,426,62,17,30
E09000033,Westminster,E05000644,St. James's,14000,4042,1705,84,340,940,61,1350,12228,82,364,583,420,1302,4,4:43,283,5:47,347,7:30,450,330,176,212
E09000033,Westminster,E05000645,Tachbrook,9200,20755,1526,62,23,43,5,1000,539,42,140,662,275,1035,0,4:48,288,5:53,353,7:39,459,53,15,25
E09000033,Westminster,E05000646,Vincent Square,11650,17043,1642,60,78,66,12,1600,1129,52,244,623,495,1275,0,4:31,271,5:15,315,7:03,423,139,25,40
E09000033,Westminster,E05000647,Warwick,10350,18045,1304,43,43,55,17,900,1517,54,239,553,380,1164,0,5:18,318,5:55,355,6:41,401,39,38,30
E09000033,Westminster,E05000648,Westbourne,13850,20475,1360,99,43,10,19,2500,1235,168,160,427,885,1533,0,4:28,268,4:46,286,6:36,396,236,23,56
E09000033,Westminster,E05000649,West End,13100,6551,1438,48,322,970,36,850,17244,66,420,599,305,1450,9,5:34,334,6:27,387,8:29,509,180,159,100
E09000001,City of London,E05000000,City of London,7400,2350,1400,40,171,610,176,750,5191,37,189,526,0,1475,1,4:55,295,6:11,371,6:57,417,149,354,143
