Borough code,Borough name,Ward Code,Ward name,Population,Density,65+_age,Deprivation,HR_buildings,Heritage,local_concerns,Student,crime,Over_crowding,No_central_heat,older_alone,Disability,Smokers,Fire_casualties,1st_pump_attendance,one_pump_attendance_adjust,2nd_pump_attendance,two_pump_attendance_adjust,3rd_pump_attendance,three_pump_attendance_adjust,HFSV,FSR_Inspection,Visual_audit
E09000017,Hillingdon,E05000340,Uxbridge North,14950,3221,2289,36,1,41,17,2250,1680,31,82,630,390,1519,1,5:50,350,7:28,448,10:29,629,130,13,55
E09000017,Hillingdon,E05000341,Uxbridge South,15300,4913,1433,44,5,50,24,1400,1584,108,128,584,500,2032,0,6:05,365,8:02,482,11:58,718,210,17,58
E09000017,Hillingdon,E05000342,West Drayton,18400,5271,1840,59,0,41,7,3650,1487,95,118,513,715,2019,3,7:25,445,8:37,517,9:29,569,194,14,67
E09000017,Hillingdon,E05000343,West Ruislip,12000,2735,2189,28,1,27,14,1650,781,16,77,585,330,1288,0,4:41,281,7:54,474,7:33,453,125,8,41
E09000017,Hillingdon,E05000344,Yeading,14850,6397,1303,69,1,0,7,3200,1196,167,111,305,540,1754,2,6:47,407,8:13,493,7:17,437,84,1,21
E09000017,Hillingdon,E05000345,Yiewsley,14650,3642,1519,50,2,13,14,2600,1768,120,129,445,645,1728,1,6:36,396,8:04,484,11:11,671,121,0,56
E09000018,Hounslow,E05000346,Bedfont,13650,3069,1666,56,0,17,8,2700,992,78,109,493,550,1569,1,5:30,330,6:30,390,11:57,717,84,8,63
E09000018,Hounslow,E05000347,Brentford,18050,5670,1713,54,28,48,31,2550,1852,89,170,561,605,1723,0,5:56,356,7:34,454,7:55,475,412,21,84
E09000018,Hounslow,E05000348,Chiswick Homefields,12050,5334,1535,48,1,169,11,1900,947,36,130,455,255,1068,2,5:21,321,7:12,432,10:36,636,56,7,37
E09000018,Hounslow,E05000349,Chiswick Riverside,12250,5889,1822,42,2,56,5,2000,755,33,109,551,325,1080,0,4:41,281,6:57,417,8:48,528,91,4,38
E09000018,Hounslow,E05000350,Cranford,13500,4952,1481,70,1,3,13,2350,1054,199,66,315,545,1575,6,5:31,331,6:44,404,6:52,412,211,23,125
E09000018,Hounslow,E05000351,Feltham North,11750,3472,1580,44,1,5,21,1850,1032,105,113,484,490,1407,2,4:09,249,5:17,317,8:25,505,133,6,187
E09000018,Hounslow,E05000352,Feltham West,16100,5061,1232,44,11,8,15,3450,1306,88,184,360,600,1853,1,6:10,370,7:03,423,8:25,505,241,5,80
E09000018,Hounslow,E05000353,Hanworth,12450,3851,1587,62,1,3,9,2500,951,77,100,474,555,1459,1,6:35,395,7:57,477,9:58,598,142,4,87
E09000018,Hounslow,E05000354,Hanworth Park,12300,3360,1610,63,1,16,9,2200,987,53,121,491,480,1407,0,5:44,344,6:42,402,8:25,505,171,4,74
E09000018,Hounslow,E05000355,Heston Central,12950,7686,1512,46,0,2,5,2250,915,149,72,294,510,1409,2,6:49,409,8:17,497,10:42,642,107,8,44
E09000018,Hounslow,E05000356,Heston East,13000,6313,1605,50,3,7,6,2150,959,144,79,340,445,1420,1,5:52,352,6:53,413,8:41,521,95,10,36
E09000018,Hounslow,E05000357,Heston West,13300,3476,1504,65,1,4,10,2650,1413,185,66,332,545,1428,3,7:30,450,9:17,557,10:01,601,129,28,41
E09000018,Hounslow,E05000358,Hounslow Central,17400,10035,1709,43,7,7,10,2650,3148,273,195,489,485,1924,0,4:32,272,5:59,359,9:09,549,109,28,73
E09000018,Hounslow,E05000359,Hounslow Heath,15600,5608,1494,50,1,2,2,2850,1239,216,146,294,535,1713,0,5:50,350,7:05,425,9:19,559,137,1,58
E09000018,Hounslow,E05000360,Hounslow South,12150,6787,1702,24,0,2,3,2250,599,60,99,369,305,1246,3,5:44,344,6:18,378,8:04,484,68,1,42
E09000018,Hounslow,E05000361,Hounslow West,14650,9042,1597,53,2,12,6,2150,1467,258,83,348,565,1680,1,5:40,340,6:31,391,6:47,407,80,8,81
E09000018,Hounslow,E05000362,Isleworth,12650,6229,1567,74,5,38,14,2200,923,90,130,388,555,1315,3,5:29,329,6:46,406,8:02,482,80,7,42
E09000018,Hounslow,E05000363,Osterley and Spring Grove,14100,2246,1755,35,1,31,12,2200,1227,82,115,389,300,1394,2,4:51,291,6:50,410,9:27,567,56,11,64
E09000018,Hounslow,E05000364,Syon,15150,5309,1522,57,12,61,11,2350,1597,80,149,553,590,1512,3,4:49,289,5:25,325,7:55,475,128,12,67
E09000018,Hounslow,E05000365,Turnham Green,12100,6838,1753,32,3,21,13,1450,1431,52,187,671,290,1177,3,4:27,267,6:46,406,8:57,537,84,16,96
E09000019,Islington,E05000366,Barnsbury,13700,16504,1365,83,9,142,13,1950,1822,67,154,464,590,1642,1,4:34,274,6:14,374,7:28,448,330,27,21
E09000019,Islington,E05000367,Bunhill,17700,16349,1242,66,75,172,55,2100,4069,78,243,494,625,2284,2,4:40,280,6:33,393,6:51,411,137,96,41
E09000019,Islington,E05000368,Caledonian,15750,13863,1308,75,10,44,17,1800,2323,92,165,566,835,1902,3,5:18,318,6:19,379,7:36,456,137,29,49
E09000019,Islington,E05000369,Canonbury,13250,16414,1378,70,10,66,11,1950,1091,95,100,500,695,1532,0,4:53,293,6:42,402,8:35,515,71,20,33
E09000019,Islington,E05000370,Clerkenwell,12600,13510,1056,55,44,232,31,1450,2713,63,139,420,530,1527,3,5:15,315,6:29,389,7:50,470,125,53,66
E09000019,Islington,E05000371,Finsbury Park,16400,17899,1613,100,8,15,15,2250,3305,147,175,416,925,2054,6,4:20,260,7:26,446,8:48,528,109,47,62
E09000019,Islington,E05000372,Highbury East,13650,13541,1357,65,5,27,4,2050,1248,57,135,453,505,1427,1,4:48,288,6:46,406,8:37,517,83,16,36
E09000019,Islington,E05000373,Highbury West,18550,17136,1114,74,13,6,21,2100,1851,109,214,393,645,2071,6,4:49,289,6:12,372,7:41,461,127,50,48
E09000019,Islington,E05000374,Hillrise,13250,16066,1402,77,7,3,10,2200,965,81,97,422,765,1429,1,5:04,304,6:25,385,5:58,358,95,6,23
E09000019,Islington,E05000375,Holloway,16900,16754,1345,65,24,19,25,2100,1743,112,139,541,885,2211,6,4:44,284,5:46,346,6:38,398,165,29,48
E09000019,Islington,E05000376,Junction,13250,12895,1431,93,8,13,14,1650,2190,70,156,617,670,1516,0,5:14,314,5:40,340,7:41,461,188,48,33
E09000019,Islington,E05000377,Mildmay,14450,17477,1094,80,9,51,9,2350,1297,92,107,498,710,1676,3,5:07,307,6:21,381,8:28,508,147,16,47
E09000019,Islington,E05000378,St. George's,13500,15961,1290,81,17,6,10,1800,1218,80,112,424,660,1507,0,4:50,290,4:45,285,6:23,383,111,8,22
E09000019,Islington,E05000379,St. Mary's,13050,15029,1242,74,5,136,16,1300,2504,74,151,455,640,1503,2,3:38,218,6:33,393,7:07,427,81,61,47
E09000019,Islington,E05000380,St. Peter's,14850,18321,1258,82,15,107,22,1550,2122,73,130,489,580,1545,1,4:41,281,6:21,381,8:30,510,73,34,34
E09000019,Islington,E05000381,Tollington,14550,17144,1291,65,3,6,4,1900,1530,103,149,445,785,1680,2,4:08,248,6:28,388,6:49,409,112,24,28
E09000020,Kensington and Chelsea,E05000382,Abingdon,10850,17206,1584,42,33,25,14,1450,1737,41,260,441,190,1677,0,4:40,280,6:34,394,5:51,351,137,18,26
E09000020,Kensington and Chelsea,E05000383,Brompton,9000,9423,1536,46,99,158,24,1300,1252,42,251,515,115,1371,8,4:46,286,6:11,371,8:09,489,65,32,36
E09000020,Kensington and Chelsea,E05000384,Campden,8300,9084,1285,24,44,113,10,1250,879,26,164,429,110,1254,1,4:07,247,5:52,352,7:15,435,58,31,25
E09000020,Kensington and Chelsea,E05000385,Colville,8100,20657,942,59,10,10,9,1050,2553,78,207,426,410,1281,1,4:07,247,4:38,278,6:50,410,69,16,37
E09000020,Kensington and Chelsea,E05000386,Courtfield,8450,17693,1071,47,86,58,10,1050,1106,33,255,359,120,1381,0,4:47,287,5:56,356,7:18,438,49,34,18
E09000020,Kensington and Chelsea,E05000387,Cremorne,7750,12699,1596,81,19,66,38,1000,849,49,144,559,490,1210,2,4:01,241,5:33,333,6:15,375,201,25,30
E09000020,Kensington and Chelsea,E05000388,Earl's Court,9350,20402,915,64,9,6,5,950,1823,74,281,409,360,1459,1,5:22,322,6:39,399,6:20,380,200,28,28
E09000020,Kensington and Chelsea,E05000389,Golborne,9250,9797,1024,88,6,166,11,1550,1050,113,113,382,590,1412,4,3:48,228,5:10,310,6:03,363,126,22,51
E09000020,Kensington and Chelsea,E05000390,Hans Town,8650,15661,1658,43,130,87,11,950,888,36,197,582,180,1383,0,4:42,282,7:25,445,8:55,535,60,9,17
E09000020,Kensington and Chelsea,E05000391,Holland,9800,9433,1278,39,33,122,5,1600,1109,46,149,377,185,1435,0,5:06,306,6:03,363,5:47,347,46,11,13
E09000020,Kensington and Chelsea,E05000392,Norland,8550,11811,1707,75,7,68,8,1300,1229,53,139,603,325,1285,2,4:44,284,5:32,332,6:50,410,66,14,41
E09000020,Kensington and Chelsea,E05000393,Notting Barns,9350,15000,1394,70,3,7,16,1700,624,106,92,438,590,1387,180,4:29,269,5:30,330,9:18,558,270,11,59
E09000020,Kensington and Chelsea,E05000394,Pembridge,7450,15233,910,35,11,79,10,950,537,28,263,413,125,1179,0,4:37,277,5:31,331,5:13,313,52,15,24
E09000020,Kensington and Chelsea,E05000395,Queen's Gate,9650,15912,1066,24,138,116,11,1200,939,29,296,389,55,1533,2,4:16,256,6:07,367,6:19,379,32,27,28
E09000020,Kensington and Chelsea,E05000396,Redcliffe,9250,13283,1219,40,18,67,10,1350,1027,29,195,434,170,1418,2,5:01,301,6:03,363,6:37,397,77,12,17
E09000020,Kensington and Chelsea,E05000397,Royal Hospital,7200,7988,1884,36,30,128,10,800,775,17,125,544,145,1161,1,3:38,218,6:46,406,8:19,499,39,21,41
E09000020,Kensington and Chelsea,E05000398,St. Charles,9000,12715,1264,86,3,5,11,1550,746,68,96,477,660,1339,7,3:35,215,4:58,298,6:35,395,214,14,39
E09000020,Kensington and Chelsea,E05000399,Stanley,7950,12003,1580,30,24,49,23,900,1316,27,123,463,180,1271,0,3:21,201,5:52,352,4:25,265,43,29,46
E09000021,Kingston upon Thames,E05000400,Alexandra,10200,3799,1689,25,0,0,10,1950,464,14,80,393,245,1049,2,6:14,374,7:54,474,11:11,671,31,6,21
E09000021,Kingston upon Thames,E05000401,Berrylands,10600,7291,1586,46,0,10,11,1450,411,26,183,595,325,1067,0,4:16,256,8:41,521,9:56,596,123,6,17
E09000021,Kingston upon Thames,E05000402,Beverley,11350,6043,1666,45,1,2,16,2050,807,43,128,433,365,1157,1,4:41,281,8:04,484,9:48,588,171,10,71
E09000021,Kingston upon Thames,E05000403,Canbury,15500,12476,1189,26,4,11,23,2700,592,39,139,377,315,1528,0,4:46,286,6:17,377,10:19,619,102,12,128
E09000021,Kingston upon Thames,E05000404,Chessington North and Hook,9300,4819,1608,26,0,3,10,1650,435,30,77,413,375,1035,1,7:30,450,10:13,613,10:15,615,40,2,28
E09000021,Kingston upon Thames,E05000405,Chessington South,11100,1470,1699,29,0,6,13,1950,587,14,89,409,315,1206,0,8:47,527,10:39,639,14:21,861,47,3,23
E09000021,Kingston upon Thames,E05000406,Coombe Hill,11250,2544,1754,26,7,26,12,2000,590,29,61,400,185,1200,0,6:29,389,7:34,454,8:10,490,182,4,55
E09000021,Kingston upon Thames,E05000407,Coombe Vale,10500,6375,1572,22,0,4,3,1950,314,16,114,377,190,1041,0,5:51,351,9:03,543,,0,65,3,21
E09000021,Kingston upon Thames,E05000408,Grove,12550,6535,1100,35,9,60,48,1250,3420,40,197,502,265,1364,2,4:57,297,6:19,379,7:04,424,94,15,133
E09000021,Kingston upon Thames,E05000409,Norbiton,11250,8351,966,61,6,9,19,1700,660,63,142,360,355,1256,2,5:30,330,6:57,417,8:57,537,294,10,98
E09000021,Kingston upon Thames,E05000410,Old Malden,10200,5666,1800,30,0,5,2,1850,340,25,71,363,255,1043,0,6:05,365,7:23,443,7:09,429,66,2,23
E09000021,Kingston upon Thames,E05000411,St. James,9650,4455,1820,23,0,2,4,1800,397,24,71,443,260,977,0,4:20,260,7:33,453,8:45,525,79,3,28
E09000021,Kingston upon Thames,E05000412,St. Mark's,12150,8831,927,33,1,16,15,1350,694,24,268,414,160,1657,0,4:03,243,8:04,484,9:46,586,110,5,51
E09000021,Kingston upon Thames,E05000413,Surbiton Hill,11550,6938,1511,19,1,6,5,1450,485,29,173,498,285,1188,0,4:09,249,8:08,488,9:05,545,55,5,24
E09000021,Kingston upon Thames,E05000414,Tolworth and Hook Rise,10850,4182,1429,26,0,0,15,1850,779,37,92,381,300,1183,1,6:35,395,8:01,481,11:01,661,121,10,39
E09000021,Kingston upon Thames,E05000415,Tudor,10300,6509,1539,13,3,1,8,2200,387,12,58,404,195,943,0,3:34,214,4:33,273,11:25,685,108,1,63
E09000022,Lambeth,E05000416,Bishop's,10150,6593,954,53,22,117,49,1050,3106,76,228,364,360,1920,0,4:22,262,4:59,299,6:11,371,74,28,80
E09000022,Lambeth,E05000417,Brixton Hill,16800,14851,1178,66,11,27,16,1750,1706,171,181,440,610,2642,1,5:06,306,5:49,349,6:45,405,198,15,49
E09000022,Lambeth,E05000418,Clapham Common,13900,10384,1085,54,11,35,17,1550,1184,86,177,331,375,1887,3,4:26,266,5:57,357,6:49,409,189,24,29
E09000022,Lambeth,E05000419,Clapham Town,15300,13674,1210,65,13,92,17,1750,2272,84,195,442,500,2163,0,4:10,250,5:57,357,6:33,393,136,30,44
E09000022,Lambeth,E05000420,Coldharbour,17850,14776,1141,78,19,31,26,2850,3321,202,217,463,780,2667,1,3:29,209,4:43,283,7:15,435,324,36,114
E09000022,Lambeth,E05000421,Ferndale,17350,20394,984,71,6,36,16,1450,2525,142,223,406,630,2299,5,4:02,242,5:06,306,6:23,383,237,18,68
E09000022,Lambeth,E05000422,Gipsy Hill,14850,9455,1194,73,5,75,11,2850,1142,86,159,451,685,2041,1,4:45,285,5:24,324,8:19,499,183,14,41
E09000022,Lambeth,E05000423,Herne Hill,16450,8102,1184,74,6,26,24,2350,1493,135,183,407,580,2352,1,4:28,268,5:25,325,7:33,453,115,23,84
E09000022,Lambeth,E05000424,Knight's Hill,15500,10532,1596,84,2,16,19,2950,1099,119,151,489,650,2245,0,3:58,238,4:58,298,7:49,469,285,6,66
E09000022,Lambeth,E05000425,Larkhall,19350,18233,1082,66,11,34,17,2900,1811,202,225,379,640,2704,0,4:24,264,5:04,304,6:52,412,283,15,52
E09000022,Lambeth,E05000426,Oval,16850,13188,1311,58,20,76,40,1900,2224,130,309,472,570,2451,2,4:38,278,5:14,314,6:30,390,150,23,63
E09000022,Lambeth,E05000427,Prince's,15900,13665,1552,58,32,107,44,2100,1668,132,176,654,630,2419,2,3:59,239,5:17,317,6:55,415,258,34,72
E09000022,Lambeth,E05000428,St. Leonard's,16200,11190,1227,55,0,16,7,1950,1685,110,300,399,495,2591,1,5:37,337,6:04,364,7:01,421,64,25,55
E09000022,Lambeth,E05000429,Stockwell,15900,18344,1148,65,30,75,17,2350,1297,191,260,400,565,2404,2,4:44,284,5:02,302,6:24,384,229,25,36
E09000022,Lambeth,E05000430,Streatham Hill,15700,12356,1291,59,3,6,11,2200,1087,118,229,416,530,2339,3,5:55,355,6:30,390,7:11,431,183,13,43
E09000022,Lambeth,E05000431,Streatham South,14650,8627,1827,50,0,7,4,2250,1104,140,182,455,505,2298,0,5:10,310,5:09,309,8:08,488,100,5,30
E09000022,Lambeth,E05000432,Streatham Wells,16900,11657,1395,64,6,19,9,2750,932,125,198,519,555,2469,2,5:48,348,6:22,382,7:52,472,263,18,41
E09000022,Lambeth,E05000433,Thornton,14200,13178,1096,59,2,5,7,2400,655,82,179,387,405,1885,3,5:44,344,6:18,378,7:42,462,273,11,26
E09000022,Lambeth,E05000434,Thurlow Park,14400,9506,1339,59,0,12,4,2300,1224,97,150,492,525,1948,1,4:56,296,5:44,344,6:27,387,172,13,27
E09000022,Lambeth,E05000435,Tulse Hill,16400,15892,1145,66,16,13,15,2600,1362,172,200,434,650,2424,3,5:23,323,5:39,339,7:18,438,187,10,42
E09000022,Lambeth,E05000436,Vassall,16550,14650,1165,73,5,115,6,2150,1470,161,129,408,760,2459,1,4:39,279,4:59,299,5:45,345,167,12,54
E09000023,Lewisham,E05000437,Bellingham,16050,5203,1620,79,9,9,12,3550,1511,130,148,670,915,2560,0,6:22,382,7:48,468,9:16,556,157,6,54
E09000023,Lewisham,E05000438,Blackheath,15350,6622,1602,68,21,139,25,2150,1330,73,212,640,440,2419,1,4:41,281,5:55,355,7:09,429,109,15,63
E09000023,Lewisham,E05000439,Brockley,18950,11268,1204,71,14,25,26,2150,1613,182,323,459,645,3376,2,5:12,312,6:14,374,6:18,378,246,17,58
E09000023,Lewisham,E05000440,Catford South,15750,8438,1898,49,0,3,2,2850,895,107,185,454,645,2617,0,5:42,342,6:42,402,8:12,492,44,4,16
E09000023,Lewisham,E05000441,Crofton Park,15650,9101,1602,58,0,6,9,2150,946,75,192,466,520,2582,2,3:53,233,6:30,390,9:41,581,200,6,44
E09000023,Lewisham,E05000442,Downham,15400,6466,1881,65,1,0,1,3250,1229,75,182,825,940,2551,5,6:24,384,7:30,450,7:07,427,108,3,39
E09000023,Lewisham,E05000443,Evelyn,21200,11936,1078,78,26,33,22,3700,1442,221,195,424,780,3305,4,4:11,251,6:16,376,6:47,407,381,13,105
E09000023,Lewisham,E05000444,Forest Hill,16400,8972,1542,59,19,30,28,2900,1091,84,223,514,510,2572,0,5:09,309,8:01,481,8:24,504,172,13,33
E09000023,Lewisham,E05000445,Grove Park,15550,6498,1992,64,2,2,7,2650,827,64,144,722,785,2489,1,6:08,368,7:25,445,8:09,489,103,8,42
E09000023,Lewisham,E05000446,Ladywell,15150,9433,1340,50,1,11,7,2050,861,140,153,395,570,2558,6,4:42,282,6:57,417,,0,80,4,22
E09000023,Lewisham,E05000447,Lee Green,15750,8758,1742,47,4,14,13,2450,1119,121,175,605,605,2607,1,4:02,242,6:11,371,7:33,453,170,5,46
E09000023,Lewisham,E05000448,Lewisham Central,23450,11372,1759,85,20,22,32,3050,3084,224,292,609,845,3538,10,3:49,229,5:55,355,6:55,415,360,39,98
E09000023,Lewisham,E05000449,New Cross,18500,10215,947,69,5,19,27,2700,2283,239,364,380,705,3084,0,4:35,275,5:58,358,6:33,393,228,24,82
E09000023,Lewisham,E05000450,Perry Vale,16550,9825,1589,66,11,6,17,2650,998,87,226,541,585,2691,3,4:20,260,7:49,469,8:03,483,190,11,40
E09000023,Lewisham,E05000451,Rushey Green,17150,9607,1458,81,5,5,17,3050,2057,138,250,478,830,2666,6,4:10,250,6:11,371,9:18,558,191,15,42
E09000023,Lewisham,E05000452,Sydenham,16600,9520,1958,58,17,17,23,2550,1231,129,185,770,695,2773,3,6:02,362,7:30,450,9:46,586,204,12,44
E09000023,Lewisham,E05000453,Telegraph Hill,17700,11446,1399,63,5,14,3,2800,1074,141,183,427,715,3049,2,4:26,266,6:42,402,5:47,347,248,11,60
E09000023,Lewisham,E05000454,Whitefoot,15250,6838,1787,74,2,8,8,3450,1217,84,148,615,850,2488,0,7:06,426,7:45,465,7:40,460,148,6,38
E09000024,Merton,E05000455,Abbey,10700,7680,900,40,4,9,21,1300,801,50,181,402,290,1082,1,3:45,225,6:47,407,5:56,356,71,10,40
E09000024,Merton,E05000456,Cannon Hill,9550,4295,1652,23,0,1,1,1600,473,33,79,415,240,938,1,6:00,360,7:21,441,8:06,486,35,2,12
E09000024,Merton,E05000457,Colliers Wood,11050,9947,957,44,3,7,15,1300,825,91,195,246,275,1190,1,5:36,336,6:53,413,7:14,434,87,3,56
E09000024,Merton,E05000458,Cricket Green,12000,4006,1466,57,2,28,32,2250,930,108,139,485,585,1231,1,5:20,320,7:47,467,10:53,653,222,16,64
E09000024,Merton,E05000459,Dundonald,9750,8464,982,12,0,1,11,1200,620,23,133,348,120,913,2,4:43,283,7:47,467,9:43,583,37,4,16
E09000024,Merton,E05000460,Figge's Marsh,12050,10552,1126,53,1,9,9,2250,1150,130,116,369,490,1227,2,5:57,357,7:24,444,10:16,616,98,6,38
E09000024,Merton,E05000461,Graveney,10050,11388,1255,26,1,2,3,1550,579,118,97,315,240,1084,0,6:30,390,7:53,473,5:43,343,35,3,12
E09000024,Merton,E05000462,Hillside,9350,7864,1381,15,4,25,10,1050,666,22,109,596,140,834,2,5:17,317,7:19,439,11:14,674,96,6,32
E09000024,Merton,E05000463,Lavender Fields,11100,9410,810,45,0,2,4,1900,585,99,185,244,380,1180,1,5:56,356,7:30,450,10:13,613,54,3,26
E09000024,Merton,E05000464,Longthornton,10750,7247,1204,38,0,0,2,2050,590,68,119,356,360,1107,6,5:13,313,6:11,371,7:08,428,62,2,32
E09000024,Merton,E05000465,Lower Morden,9050,5017,1583,18,0,0,5,1500,382,20,58,391,265,911,0,7:08,428,9:51,591,,0,20,1,22
E09000024,Merton,E05000466,Merton Park,9600,5292,1471,22,1,9,7,1600,586,34,113,422,180,899,0,4:32,272,6:21,381,9:19,559,80,3,18
E09000024,Merton,E05000467,Pollards Hill,10800,4992,1167,62,0,2,5,2250,649,81,104,327,420,1119,0,5:23,323,5:55,355,7:01,421,104,0,14
E09000024,Merton,E05000468,Ravensbury,10050,5463,1363,45,0,15,9,1850,717,96,148,425,450,1040,1,4:05,245,6:43,403,,0,49,2,33
E09000024,Merton,E05000469,Raynes Park,10150,5467,1489,38,1,2,4,1800,652,23,131,453,220,917,0,5:18,318,7:10,430,9:45,585,51,3,24
E09000024,Merton,E05000470,St. Helier,11100,6015,1400,40,0,9,9,1950,663,63,178,501,510,1111,0,5:32,332,6:15,375,7:39,459,76,7,36
E09000024,Merton,E05000471,Trinity,10150,9433,1028,25,1,5,10,1450,924,29,132,311,250,978,0,4:49,289,8:30,510,7:13,433,53,11,27
E09000024,Merton,E05000472,Village,8500,1368,1827,15,3,111,16,1450,578,11,47,460,100,673,0,6:43,403,8:16,496,10:13,613,24,2,33
E09000024,Merton,E05000473,West Barnes,10800,5534,1545,25,0,1,5,2000,635,36,72,367,195,948,1,5:19,319,7:29,449,,0,49,4,26
E09000024,Merton,E05000474,Wimbledon Park,11800,5108,1051,21,3,3,18,1950,663,44,146,262,220,998,0,6:30,390,7:03,423,8:07,487,53,22,48
E09000025,Newham,E05000475,Beckton,16000,2559,991,89,12,4,26,2950,1936,207,178,317,775,2734,3,5:27,327,7:18,438,9:46,586,87,16,42
E09000025,Newham,E05000476,Boleyn,17400,18971,1525,77,11,1,15,3700,1197,468,141,421,685,2736,3,5:07,307,6:11,371,6:50,410,72,16,30
E09000025,Newham,E05000477,Canning Town North,17700,7021,1404,88,5,17,40,3550,2185,316,131,519,810,2880,2,5:25,325,7:03,423,8:03,483,112,34,66
E09000025,Newham,E05000478,Canning Town South,18750,10366,1368,70,24,5,37,2800,1704,334,209,482,705,3137,3,5:31,331,6:40,400,7:16,436,127,23,50
E09000025,Newham,E05000479,Custom House,14300,6930,1003,83,1,1,17,2900,1602,225,93,369,770,2362,1,4:56,296,6:42,402,7:23,443,58,11,40
E09000025,Newham,E05000480,East Ham Central,17150,16618,1366,55,3,10,15,3150,2040,530,148,379,585,2848,1,4:35,275,6:53,413,6:23,383,67,36,46
E09000025,Newham,E05000481,East Ham North,14550,16084,1250,55,7,2,12,2350,1018,423,99,231,545,2435,1,6:16,376,7:46,466,8:56,536,102,27,19
E09000025,Newham,E05000482,East Ham South,16550,9149,1221,76,5,1,15,4000,1248,284,123,407,715,2662,7,4:38,278,6:54,414,8:28,508,241,28,63
E09000025,Newham,E05000483,Forest Gate North,16950,13585,1376,55,6,2,10,2850,1121,370,149,436,575,2880,3,4:58,298,6:42,402,10:19,619,80,23,29
E09000025,Newham,E05000484,Forest Gate South,18850,15825,1313,66,6,8,16,2900,2009,447,176,294,680,3112,0,3:50,230,6:16,376,7:37,457,158,33,42
E09000025,Newham,E05000485,Green Street East,17400,23315,1138,55,1,1,3,3300,1097,622,85,205,600,2732,1,5:18,318,6:32,392,,0,80,32,25
E09000025,Newham,E05000486,Green Street West,16450,20491,1402,51,1,2,12,2850,1370,497,88,230,600,2559,0,5:43,343,7:34,454,16:48,1008,95,17,18
E09000025,Newham,E05000487,Little Ilford,18050,9502,1185,84,11,10,17,4200,1360,419,136,385,725,2806,2,6:15,375,6:40,400,7:46,466,200,13,33
E09000025,Newham,E05000488,Manor Park,16100,12061,1351,75,2,6,3,2800,1238,438,118,292,630,2597,3,5:52,352,7:04,424,7:26,446,83,24,20
E09000025,Newham,E05000489,Plaistow North,16750,17019,1491,62,8,4,17,3400,930,373,117,438,725,2689,3,5:22,322,7:06,426,6:42,402,189,21,42
E09000025,Newham,E05000490,Plaistow South,17950,12965,1195,62,3,5,23,3550,1733,389,171,353,630,3002,10,3:59,239,6:47,407,6:09,369,230,25,97
E09000025,Newham,E05000491,Royal Docks,14250,3012,590,60,26,7,45,2050,1002,167,90,192,335,2207,1,6:58,418,8:10,490,9:14,554,35,14,19
E09000025,Newham,E05000492,Stratford and New Town,29700,7013,1177,64,96,34,60,2850,7083,410,269,445,770,5639,6,4:51,291,6:26,386,8:06,486,214,103,48
E09000025,Newham,E05000493,Wall End,16000,11622,1253,62,1,1,6,3550,795,385,106,237,555,2505,1,6:03,363,8:31,511,11:58,718,77,5,28
E09000025,Newham,E05000494,West Ham,16650,12453,1555,69,8,3,7,3000,1213,395,167,369,685,2847,1,4:54,294,7:10,430,7:15,435,77,9,16
E09000026,Redbridge,E05000495,Aldborough,15950,1855,1950,42,3,12,13,3100,1105,88,135,534,540,1183,0,6:08,368,7:54,474,11:20,680,84,16,35
E09000026,Redbridge,E05000496,Barkingside,13550,8861,2017,27,1,0,6,2550,845,64,63,506,405,996,0,6:57,417,8:26,506,8:28,508,158,12,34
E09000026,Redbridge,E05000497,Bridge,12500,4848,1789,47,0,10,14,2150,743,43,105,522,440,997,0,5:44,344,8:41,521,12:10,730,123,7,39
E09000026,Redbridge,E05000498,Chadwell,16000,10578,1490,38,0,0,3,3400,851,80,145,418,480,1233,0,6:19,379,6:59,419,8:13,493,98,7,18
E09000026,Redbridge,E05000499,Church End,12750,8586,1508,33,5,18,7,2000,910,20,119,542,290,962,0,5:36,336,7:45,465,8:43,523,95,17,33
E09000026,Redbridge,E05000500,Clayhall,13850,5554,2168,28,1,2,6,2850,889,70,35,408,385,1012,0,7:31,451,9:02,542,9:37,577,111,11,24
E09000026,Redbridge,E05000501,Clementswood,17250,13560,1240,62,6,4,13,3400,2548,238,143,284,535,1236,1,4:14,254,5:08,308,8:30,510,117,36,49
E09000026,Redbridge,E05000502,Cranbrook,13700,5706,1785,40,3,13,9,2250,1054,124,84,357,440,1039,1,7:01,421,7:51,471,9:35,575,95,13,20
E09000026,Redbridge,E05000503,Fairlop,13500,3755,1835,35,2,7,10,2400,888,56,161,547,490,1072,0,4:57,297,8:00,480,7:34,454,132,6,55
E09000026,Redbridge,E05000504,Fullwell,13750,6285,2201,61,1,1,8,2600,875,68,74,630,540,1032,0,6:20,380,7:42,462,7:12,432,150,8,50
E09000026,Redbridge,E05000505,Goodmayes,14250,8687,1274,42,0,2,5,2650,1066,141,163,254,510,1126,3,4:37,277,5:27,327,8:30,510,59,19,24
E09000026,Redbridge,E05000506,Hainault,13850,2450,1870,57,2,1,37,2900,1035,50,125,654,765,1147,2,4:34,274,9:19,559,8:34,514,234,19,83
E09000026,Redbridge,E05000507,Loxford,18300,14205,1328,68,3,5,12,4200,1611,290,148,344,625,1325,3,5:32,332,6:29,389,7:57,477,181,24,41
